bed rooms,baths,square feet,address,price
2,2,1155,"225 S SANGAMON Street 606 Chicago, IL 60607",495000
5,4,4207,"8643 S Euclid Avenue Chicago, IL 60617",480000
4,2,1350,"4938 W Eddy Street Chicago, IL 60641",425000
2,2,1350,"700 W Grand Avenue 3W Chicago, IL 60654",424995
1,1,950,"1200 N Lake Shore Drive 705 Chicago, IL 60610",405000
2,2,1200,"20 N STATE Street 411 Chicago, IL 60602",399900
4,2,1500,"7421 W FOSTER Avenue Harwood Heights, IL 60706",375000
3,2,1949,"907 W Ainslie Street 1 Chicago, IL 60640",375000
1,1,845,"1200 W Monroe Street 319 Chicago, IL 60607",365000
3,2,1220,"2725 N McVicker Avenue Chicago, IL 60639",365000
5,3,3000,"8250 S Rhodes Avenue Chicago, IL 60619",359900
1,1,841,"3914 N Broadway Street 2A Chicago, IL 60613",349000
3,2,970,"1719 N Leclaire Avenue Chicago, IL 60639",345000
2,1,996,"1061 W 16th Street 307 Chicago, IL 60608",340000
2,2,1200,"7410 W LAWRENCE Avenue 222 Harwood Heights, IL 60706",329900
3,1,1280,"1829 W Hood Avenue A Chicago, IL 60660",329900
1,1,1019,"1727 S Indiana Avenue 207 Chicago, IL 60616",325000
2,2,1446,"1642 E 85th Street Chicago, IL 60617",319000
3,2,1800,"7822 S EMERALD Avenue Chicago, IL 60620",295000
1,1,800,"1250 W Van Buren Street 407 Chicago, IL 60607",275000
4,2,1377,"3758 W 55th Place Chicago, IL 60629",275000
2,1,1200,"7110 W Cullom Avenue 111 Norridge, IL 60706",260000
5,2,2400,"414 N Lockwood Avenue Chicago, IL 60644",235000
3,1,1036,"701 W 92nd Street Chicago, IL 60620",215000
3,1,1038,"3949 S Artesian Avenue Chicago, IL 60632",199900
4,2,1408,"301 W 117th Street Chicago, IL 60628",89900
3,1,981,"9686 S Luella Avenue Chicago, IL 60617",85000
1,1,700,"7209 S Yates Boulevard 2B Chicago, IL 60649",50000
1,1,700,"7219 S Yates Boulevard 3A Chicago, IL 60649",50000
3,2,1690,"723 E 91st Place Chicago, IL 60619",129998
3,2,1024,"8124 S Laflin Street Chicago, IL 60620",129900
3,2,1887,"5505 W Henderson Street Chicago, IL 60641",439000
3,3,2000,"3913 W 57th Place Chicago, IL 60629",434900
2,1,1000,"1958 W Norwood Street , 3B Chicago, IL 60660",195000
4,4,4600,"3004 S Canal Street Chicago, IL 60616",1250000
4,4,4800,"1440 N Lake Shore Drive 22ABCD Chicago, IL 60610",995000
3,3,3072,"7516 W Winnemac Avenue Harwood Heights, IL 60706",849000
3,2,2200,"1440 N State Parkway 7D Chicago, IL 60610",595000
3,2,1175,"2543 S Wallace Street 9 Chicago, IL 60616",300000
2,1,1000,"4229 N Keystone Avenue 2H Chicago, IL 60641",188000
1,1,800,"6171 N Sheridan Road 404 Chicago, IL 60660",160000
3,2,680,"6750 S Loomis Boulevard Chicago, IL 60636",92000
3,2,784,"7149 S Honore Street Chicago, IL 60636",65000
4,2,4940,"6835 S Bennett Avenue Chicago, IL 60649",1599999
2,1,950,"13533 S Buffalo Avenue Chicago, IL 60633",185000
3,2,1850,"2414 N Sawyer Avenue 2B Chicago, IL 60647",850000
1,1,1011,"401 N WABASH Avenue 46B Chicago, IL 60611",649900
4,2,2200,"5708 W Byron Street Chicago, IL 60634",600000
2,2,1300,"1604 W Augusta Boulevard 2W Chicago, IL 60622",499000
3,1,1335,"6032 N Whipple Street Chicago, IL 60659",425000
3,2,1250,"1752 W Cullerton Street 2 Chicago, IL 60608",375000
4,2,1600,"9115 S May Street Chicago, IL 60620",349900
4,2,2500,"8021 S Maplewood Avenue Chicago, IL 60652",335900
3,2,1206,"14105 S Manistee Avenue Burnham, IL 60633",250000
1,1,726,"300 N State Street 2630 Chicago, IL 60654",249900
3,2,1200,"7920 S Avalon Avenue Chicago, IL 60619",205000
2,1,1200,"1526 S 51st Court 24 Cicero, IL 60804",149999
3,2,1657,"8955 S Union Avenue Chicago, IL 60620",149900
4,3,4076,"1345 S Federal Street Chicago, IL 60605",2000000
4,4,3735,"229 E Lake Shore Drive 10E Chicago, IL 60611",1375000
3,3,3900,"3438 N Kolmar Avenue Chicago, IL 60641",950000
3,2,2200,"925 N Larrabee Street 2S Chicago, IL 60610",899900
3,3,2133,"623 W Drummond Place 14 Chicago, IL 60614",875000
3,3,2409,"1851 W Berenice Avenue 2 Chicago, IL 60613",799900
3,3,2100,"860 N ELSTON Avenue 4 Chicago, IL 60642",699900
3,3,5159,"6010 N Avondale Avenue Chicago, IL 60631",589000
2,2,1704,"70 E 18th Street 3D Chicago, IL 60616",550000
2,2,1400,"900 N KINGSBURY Street 859 Chicago, IL 60610",465000
3,2,1300,"1828 S RACINE Avenue 2 Chicago, IL 60608",445000
2,2,1650,"3150 N Lake Shore Drive 6C Chicago, IL 60657",374900
4,2,1400,"3859 W Marquette Road Chicago, IL 60629",359999
4,2,1911,"7430 S King Drive Chicago, IL 60619",339000
1,1,820,"720 N Larrabee Street 1605 Chicago, IL 60654",334900
3,1,930,"5322 N Austin Avenue Chicago, IL 60630",329999
3,1,1120,"10735 S Campbell Avenue Chicago, IL 60655",314900
2,2,919,"1334 W GREENLEAF Avenue 3D Chicago, IL 60626",285000
3,2,1188,"3705 W 69th Place Chicago, IL 60629",285000
1,1,812,"1844 S Michigan Avenue 201 Chicago, IL 60616",250000
1,1,816,"655 W Irving Park Road 5306 Chicago, IL 60613",235000
2,1,973,"651 N Lotus Avenue Chicago, IL 60644",200000
2,1,1000,"3950 N Pioneer Avenue 2 Chicago, IL 60634",199999
1,1,800,"2323 W Pershing Road 306 Chicago, IL 60609",197000
2,1,900,"7840 W NORTH Avenue 4A Elmwood Park, IL 60707",189500
2,1,1393,"8641 S Indiana Avenue Chicago, IL 60619",165000
4,2,1400,"250 W 107TH Place Chicago, IL 60628",125000
3,1,1144,"9258 S Aberdeen Street Chicago, IL 60620",110000
3,2,2190,"8918 S Francisco Avenue Evergreen Park, IL 60805",374999
5,3,2685,"6832 S Cornell Avenue Unit 1 Chicago, IL 60649",300000
3,2,1960,"7555 S Rhodes Avenue Chicago, IL 60619",285000
2,1,1000,"6249 N Northwest Highway Unit 1S Chicago, IL 60631",184000
3,1,3780,"1515 S 61st Avenue Cicero, IL 60804",180000
3,1,900,"816 N Leamington Avenue Chicago, IL 60651",149999
3,2,2856,"9118 S Marshfield Avenue Chicago, IL 60620",320000
3,1,1200,"5037 S Drexel Boulevard Chicago, IL 60615",209999
3,3,3705,"14 W Superior Street 6301 Chicago, IL 60654",4350000
2,2,2207,"14 W Superior Street 5302 Chicago, IL 60654",2000000
4,4,4341,"1709 W Carmen Avenue Chicago, IL 60640",1789000
6,4,4500,"4744 N Maplewood Avenue Chicago, IL 60625",1749000
3,3,3900,"3045 N Spaulding Avenue Chicago, IL 60618",1200000
2,2,1400,"211 N Harbor Drive 2203 Chicago, IL 60601",995000
3,2,1950,"2213 W ROSCOE Street 2 Chicago, IL 60618",724900
3,2,1885,"1101 N Hermitage Avenue 1F Chicago, IL 60622",700000
3,2,1650,"711 S Dearborn Street 505 Chicago, IL 60605",650000
5,3,2800,"3636 N Long Avenue Chicago, IL 60641",639900
3,3,2526,"5238 W WAVELAND Avenue Chicago, IL 60641",510000
2,2,1215,"1629 S PRAIRIE Avenue 1402 Chicago, IL 60616",480000
3,2,2709,"2547 N New England Avenue Chicago, IL 60707",480000
4,3,2916,"5608 N Nordica Avenue Chicago, IL 60631",455000
2,2,1400,"2200 W Erie Street A Chicago, IL 60612",450000
2,2,1200,"2800 N Lake Shore Drive 302 Chicago, IL 60657",449500
2,1,1030,"1040 W Adams Street 450 Chicago, IL 60607",420000
2,2,1100,"524 N HERMITAGE Avenue 8 Chicago, IL 60622",415000
2,2,1500,"747 N Sedgwick Street 4RS Chicago, IL 60654",400000
3,1,1470,"3024 W Fargo Avenue Chicago, IL 60645",387000
6,4,1950,"8321 S Saginaw Avenue Chicago, IL 60617",380000
1,1,881,"160 E ILLINOIS Street 2303 Chicago, IL 60611",365000
4,2,1430,"709 S Sacramento Boulevard Chicago, IL 60612",365000
3,2,3000,"7229 S Exchange Avenue Chicago, IL 60649",355000
2,2,2401,"7437 W Carmen Avenue Harwood Heights, IL 60706",350000
2,1,1100,"1126 W Farwell Avenue 2N Chicago, IL 60626",349900
3,1,1286,"8012 S Karlov Avenue Chicago, IL 60652",349000
3,2,2200,"7701 S Chappel Avenue Chicago, IL 60649",329900
2,1,1200,"247 E Chestnut Street 803 Chicago, IL 60611",329000
3,2,1187,"9129 S Clyde Avenue Chicago, IL 60617",299900
3,2,1476,"6341 N Campbell Avenue Chicago, IL 60659",299000
1,1,1100,"1406 W Foster Avenue 1 Chicago, IL 60640",290000
5,2,1201,"949 N CENTRAL PARK Avenue Chicago, IL 60651",287000
3,2,1400,"4458 S KING Drive 2S Chicago, IL 60653",260000
1,1,850,"33 W Delaware Place 16D Chicago, IL 60610",259000
3,2,1600,"1323 E Marquette Road 1 Chicago, IL 60637",247500
3,2,1165,"1933 S Keeler Avenue Chicago, IL 60623",245000
2,2,1116,"7117 W Belmont Avenue 2B Chicago, IL 60634",235000
3,1,1050,"9310 S Eggleston Avenue Chicago, IL 60620",234900
2,1,1127,"6312 N Fairfield Avenue 1A Chicago, IL 60659",210000
3,2,1050,"5544 S California Avenue Chicago, IL 60629",205000
2,2,900,"5358 N Cumberland Avenue 307 Chicago, IL 60656",180000
2,2,900,"5306 N Cumberland Avenue 215 Chicago, IL 60656",170000
3,1,1632,"10800 S Calumet Avenue Chicago, IL 60628",200000
3,2,2300,"4334 N Ashland Avenue Chicago, IL 60613",775000
1,1,900,"621 S Plymouth 305 Chicago, IL 60605",230000
3,3,1819,"3442 N. Normandy Ave. Chicago, IL 60634",499900
1,1,986,"7033 N Kedzie Avenue , 1414 Chicago, IL 60645",167000
5,4,5200,"1218 W Fletcher Street Chicago, IL 60657",2495000
2,2,2855,"840 N Lake Shore Drive 2102 Chicago, IL 60611",2295000
6,5,4500,"1408 W GEORGE Street Chicago, IL 60657",2290000
3,2,1592,"234 W Polk Street 4102 Chicago, IL 60607",1330000
3,4,3240,"2324 W Wabansia Avenue 2 Chicago, IL 60647",1012000
3,2,1660,"1334 W Rosedale Avenue 2 Chicago, IL 60660",679000
3,2,2100,"2814 W NORTH Avenue 2W Chicago, IL 60647",555000
3,2,1652,"701 S Wells Street 2706 Chicago, IL 60607",525000
3,2,1500,"7023 W Summerdale Avenue Chicago, IL 60656",479000
2,2,1154,"1660 N La Salle Drive 2402 Chicago, IL 60614",474900
4,3,2200,"3617 N Nottingham Avenue Chicago, IL 60634",424999
3,2,2534,"1717 N Sayre Avenue Chicago, IL 60707",424900
5,1,3705,"6135 W Melrose Street Chicago, IL 60634",385000
3,2,1110,"2263 W 109th Street Chicago, IL 60643",349900
7,2,3000,"3122 W 39th Place Chicago, IL 60632",349900
4,2,1900,"7200 S Francisco Avenue Chicago, IL 60629",330000
3,1,1112,"3145 N Oriole Avenue Chicago, IL 60707",320000
3,1,1200,"4841 S Lavergne Avenue Chicago, IL 60638",318000
3,2,1500,"4170 W Cornelia Street Chicago, IL 60641",310000
1,1,800,"600 N Kingsbury Street 1004 Chicago, IL 60654",300000
1,1,840,"2806 N Oakley Avenue 201 Chicago, IL 60618",280000
6,3,1272,"6207 S California Avenue Chicago, IL 60629",275000
4,2,1128,"8514 S Sangamon Street Chicago, IL 60620",249900
1,1,1000,"431 S Dearborn Street 701 Chicago, IL 60605",199995
3,1,1020,"10010 S Indiana Avenue Chicago, IL 60628",159000
3,1,1320,"Chicago, IL 60628",154000
2,1,1128,"6119 N Seeley Avenue 3G Chicago, IL 60659",145000
3,2,1173,"6941 S Michigan Avenue Chicago, IL 60637",115000
4,2,1700,"8235 S Wood Street Chicago, IL 60620",259900
2,1,1057,"7007 S East End Avenue Unit D D Chicago, IL 60649",200000
2,2,1260,"1310 N Cleaver Street , 2 Chicago, IL 60622",429555
7,8,12435,"65 E Goethe Street 3 Chicago, IL 60610",11650000
5,5,8045,"65 E Goethe Street 3N Chicago, IL 60610",7950000
3,3,4390,"65 E GOETHE Street 3W Chicago, IL 60610",3700000
6,4,5087,"2239 N Wayne Avenue Chicago, IL 60614",2175000
4,3,2347,"2773 N Hampden Court 206 Chicago, IL 60614",1590000
3,3,1659,"234 W Polk Street 4101 Chicago, IL 60607",1290000
5,3,4100,"2146 N Oakley Avenue Chicago, IL 60647",1199000
3,2,2535,"737 W WASHINGTON Boulevard 1101 Chicago, IL 60661",999000
2,2,2000,"333 N Canal Street 2503 Chicago, IL 60606",925000
4,3,3870,"4923 W Winona Street Chicago, IL 60630",750000
3,2,2782,"5442 N Western Avenue 3B Chicago, IL 60625",749000
3,2,2480,"5442 N Western Avenue 1B Chicago, IL 60625",725000
3,2,2800,"5442 N Western Avenue 3C Chicago, IL 60625",699000
3,2,2650,"1850 N California Avenue 1 Chicago, IL 60647",649999
3,2,1800,"4114 N Lincoln Avenue 303 Chicago, IL 60618",564900
4,3,2200,"6342 W Patterson Avenue Chicago, IL 60634",540000
6,3,1700,"4449 N Mulligan Avenue Chicago, IL 60630",509000
3,2,1056,"5306 W Grace Street Chicago, IL 60641",425000
2,2,1248,"100 E 14th Street 1007 Chicago, IL 60605",424900
4,3,2525,"6666 W Imlay Street Chicago, IL 60631",417900
2,2,1100,"2840 N Harding Avenue 202 Chicago, IL 60618",340000
3,2,1040,"7801 S Kenton Avenue Chicago, IL 60652",309900
3,3,1500,"8313 S Kenwood Avenue Chicago, IL 60619",299900
4,3,3780,"7536 S Clyde Avenue Chicago, IL 60649",295000
1,1,1093,"10 E Ontario Street 4305 Chicago, IL 60611",289500
3,2,1200,"8235 S Colfax Avenue Chicago, IL 60617",279900
5,3,3040,"5746 S Princeton Avenue Chicago, IL 60621",279900
2,1,900,"2501 W Leland Avenue 3 Chicago, IL 60625",269000
2,1,902,"6508 W 60th Place Chicago, IL 60638",265000
4,2,3100,"6830 S Honore Street Chicago, IL 60636",264999
2,2,1400,"1330 W Fargo Avenue 2A Chicago, IL 60626",259900
3,1,1365,"10544 S Edbrooke Avenue Chicago, IL 60628",225000
3,1,1004,"8155 S Artesian Avenue Chicago, IL 60652",220000
2,1,950,"5979 N Northwest Highway 203 Chicago, IL 60631",219900
3,1,2200,"13814 S School Street Riverdale, IL 60827",200000
2,1,1100,"5349 N Delphia Avenue 250 Chicago, IL 60656",199900
4,2,1423,"9955 S WALLACE Avenue Chicago, IL 60628",179000
3,2,924,"1818 S Harding Avenue Chicago, IL 60623",160000
4,1,1008,"6513 S Mozart Street Chicago, IL 60629",110000
4,1,1674,"Chicago, IL 60617",85000
2,1,880,"827 E 87th Place Chicago, IL 60619",79900
3,1,1325,"10459 S Hamlin Avenue Chicago, IL 60655",318500
3,2,1000,"9328 S Homan Avenue Evergreen Park, IL 60805",250000
1,1,762,"655 W Irving Park Road Unit 5013 Chicago, IL 60613",225000
4,2,1104,"8229 S Rhodes Avenue Chicago, IL 60619",225000
3,1,720,"9300 S Peoria Street Chicago, IL 60620",150000
1,1,750,"6029 W 64th Place Unit 1 Chicago, IL 60638",134999
3,2,1300,"7624 S Damen Avenue Chicago, IL 60620",268000
1,1,800,"4920 N Marine Drive , 404 Chicago, IL 60640",175000
3,2,1574,"211 N Harbor Drive 1508 Chicago, IL 60601",1300000
2,2,1639,"1201 S Prairie Avenue 3105 Chicago, IL 60605",799500
5,3,2800,"11818 S Lamon Avenue Alsip, IL 60803",575000
2,2,1218,"1629 S Prairie Avenue 2909 Chicago, IL 60616",515000
3,2,1421,"4855 W Montrose Avenue Chicago, IL 60641",479000
2,2,1300,"1439 S MICHIGAN Avenue 505 Chicago, IL 60605",439900
3,2,1700,"4635 S Indiana Avenue 3 Chicago, IL 60653",409900
4,2,2250,"7921 W Birchdale Avenue Elmwood Park, IL 60707",400000
1,1,864,"330 N Jefferson Street 1002 Chicago, IL 60661",385000
2,1,1200,"2059 N Seminary Avenue 1A Chicago, IL 60614",360000
4,4,2900,"5832 W Iowa Street Chicago, IL 60651",349900
4,3,1280,"6159 S Natoma Avenue Chicago, IL 60638",344900
2,1,990,"222 E Pearson Street 2309 Chicago, IL 60611",300000
3,1,1083,"5243 N Laramie Avenue Chicago, IL 60630",299900
4,3,2300,"3325 W Washington Boulevard 1 Chicago, IL 60624",299000
3,2,1200,"Chicago, IL 60652",294900
1,1,765,"345 N LaSalle Drive 2010 Chicago, IL 60654",286000
3,2,3343,"7718 S Bennett Avenue Chicago, IL 60649",280000
2,2,1100,"3034 W LOGAN Boulevard G Chicago, IL 60647",279900
3,3,1350,"7818 S Eberhart Avenue Chicago, IL 60619",274900
1,1,810,"235 W Van Buren Street 2910 Chicago, IL 60607",270000
3,2,1205,"Chicago, IL 60617",259900
3,1,1369,"9326 S Bishop Street Chicago, IL 60620",250000
2,2,1048,"436 W 118th Street Chicago, IL 60628",249999
1,1,800,"1516 S Wabash Avenue 708 Chicago, IL 60605",249000
1,1,825,"899 S Plymouth Court 2207 Chicago, IL 60605",235000
2,2,960,"8007 S Houston Avenue Chicago, IL 60617",230000
1,1,850,"1400 N State Parkway 3B Chicago, IL 60610",225000
4,1,1836,"14527 S Clark Street Riverdale, IL 60827",196500
3,2,1312,"8623 S Prairie Avenue Chicago, IL 60619",185000
3,2,1192,"14125 S Michigan Avenue Riverdale, IL 60827",175000
2,1,960,"4149 W 79th Street 2S Chicago, IL 60652",120000
2,2,1300,"1735 W Diversey 607 Chicago, IL 60614",549000
2,2,1368,"155 N Harbor Drive Unit 2111 2111 Chicago, IL 60601",499900
1,1,1000,"111 E Chestnut Street Unit 26G Chicago, IL 60611",359000
3,2,2300,"5440 S Natchez Avenue Chicago, IL 60638",249900
3,3,3000,"6513 S Woodlawn Avenue Chicago, IL 60637",545000
9,6,7138,"4058 S King Drive Chicago, IL 60653",359000
3,3,2700,"3235 W 65th Place Chicago, IL 60629",349000
3,2,1600,"5158 N AVERS Avenue 1W Chicago, IL 60625",334900
1,1,995,"10 E Ontario Street 3311 Chicago, IL 60611",289500
4,2,1200,"8514 S Francisco Avenue Chicago, IL 60652",265000
3,2,1600,"4902 S Forrestville Avenue 3 Chicago, IL 60615",259900
4,2,1250,"9233 S Burnside Avenue Chicago, IL 60619",245000
2,2,980,"1111 W 14th Place , 226 Chicago, IL 60608",300000
3,2,2715,"10 E Delaware Place 16B Chicago, IL 60611",1750000
4,3,2900,"2548 W Warren Boulevard Chicago, IL 60612",799900
2,2,1600,"73 E Elm Street 10B Chicago, IL 60611",535000
2,2,1027,"320 E 21ST Street 505 Chicago, IL 60616",395000
3,3,2261,"1425 N LONG Avenue Chicago, IL 60651",349900
4,3,1146,"5724 S Paulina Street Chicago, IL 60636",320000
3,1,1036,"2750 S Springfield Avenue Chicago, IL 60623",224900
1,1,650,"230 E ONTARIO Street 1203 Chicago, IL 60611",182000
4,2,1000,"7342 S Aberdeen Street Chicago, IL 60621",125000
3,3,3218,"14 W Superior Street 6302 Chicago, IL 60654",3400000
3,3,3628,"2838 N Talman Avenue Chicago, IL 60618",1299000
3,2,1881,"5114 S Kenwood Avenue PHB Chicago, IL 60615",1000000
4,3,2600,"1125 E 53rd Street Chicago, IL 60615",995000
2,2,3175,"1000 W Washington Boulevard 147 Chicago, IL 60607",930000
2,2,1639,"1201 S Prairie Avenue 4605 Chicago, IL 60605",809500
4,1,2732,"1826 W Cornelia Avenue Chicago, IL 60657",695000
3,1,1758,"3122 W Sherwin Avenue Chicago, IL 60645",595000
2,2,1395,"474 N Lake Shore Drive 6102 Chicago, IL 60611",567070
4,3,2500,"5801 W Eastwood Avenue Chicago, IL 60630",499900
2,2,1532,"1322 S Wabash Avenue 805 Chicago, IL 60605",449900
5,3,3328,"3607 W MARQUETTE Road Chicago, IL 60629",424999
2,2,1250,"701 S Wells Street 1504 Chicago, IL 60607",365000
4,3,2114,"5724 S Tripp Avenue Chicago, IL 60629",359000
4,2,2500,"8725 S Throop Street Chicago, IL 60620",329000
4,1,1484,"5905 N Melvina Avenue Chicago, IL 60646",309900
2,1,907,"2035 S Indiana Avenue 205 Chicago, IL 60616",299900
2,2,2100,"1535 E 84th Street Chicago, IL 60619",293700
2,2,1200,"3207 N PONTIAC Avenue 2S Chicago, IL 60634",285000
1,1,950,"4170 N Marine Drive 13H Chicago, IL 60613",272500
3,2,1385,"4041 W Crystal Street Chicago, IL 60651",269900
1,1,1000,"728 W Jackson Boulevard 525 Chicago, IL 60661",269000
3,2,1600,"815 E 53RD Street 2 Chicago, IL 60615",229000
2,2,1100,"6252 S Gullikson Road 1S Chicago, IL 60638",225000
1,1,950,"801 S Wells Street 506 Chicago, IL 60607",219000
2,2,1000,"8532 S Prairie Avenue Chicago, IL 60619",185000
2,1,900,"2821 W Rosemont Avenue 2 Chicago, IL 60659",159000
3,2,1582,"11923 S La Salle Street Chicago, IL 60628",139900
3,1,1227,"14531 S Normal Avenue Riverdale, IL 60827",129900
2,1,1100,"4629 S Indiana Avenue 2S Chicago, IL 60653",117000
1,1,700,"7542 N Oakley Avenue 2W Chicago, IL 60645",109900
3,3,3000,"41 E 8th Street Unit 3502 Chicago, IL 60605",1075000
4,3,1758,"5400 N Meade Avenue Chicago, IL 60630",509000
2,2,1200,"1901 S Calumet Avenue Unit 2302 Chicago, IL 60616",450000
2,2,1478,"3758 N Harlem Avenue Chicago, IL 60634",305000
3,1,1123,"8525 S Kostner Avenue Chicago, IL 60652",299900
3,2,2400,"7225 S VINCENNES Avenue Chicago, IL 60621",262500
3,2,1080,"6118 W Giddings Street Chicago, IL 60630",385000
4,2,1204,"11622 S Watkins Avenue Chicago, IL 60643",250000
2,2,4165,"55 E Erie Street 5002 Chicago, IL 60611",2990000
5,5,6934,"3903 N Kostner Avenue Chicago, IL 60641",1699900
3,2,3020,"1040 N Lake Shore Drive 4D Chicago, IL 60611",1499000
4,3,2500,"2515 N Seminary Avenue A Chicago, IL 60614",1150000
4,4,3400,"3027 N Allen Avenue Chicago, IL 60618",945000
2,2,2025,"1100 N LAKE SHORE Drive 36B Chicago, IL 60611",899000
3,3,4000,"1423 N California Avenue Chicago, IL 60622",875000
5,3,2110,"5852 N Talman Avenue Chicago, IL 60659",759000
4,2,5126,"11079 S Bell Avenue Chicago, IL 60643",595000
2,2,1532,"547 S Clark Street 502 Chicago, IL 60605",569000
2,3,3056,"6520 S Minerva Avenue 1 Chicago, IL 60637",499900
4,4,2383,"1523 E 72nd Street Chicago, IL 60619",489999
3,3,2000,"5214 N Latrobe Avenue Chicago, IL 60630",489000
4,2,2243,"5737 W Leland Avenue Chicago, IL 60630",449900
3,2,1728,"6008 N Olympia Avenue Chicago, IL 60631",449500
2,2,1200,"630 N Franklin Street 721 Chicago, IL 60654",445000
2,2,1344,"1921 S State Street 3 Chicago, IL 60616",380000
3,3,2391,"4106 W Barry Avenue Chicago, IL 60641",374900
2,1,1200,"2827 N Woodard Street 1S Chicago, IL 60618",338000
2,2,1253,"3430 N Lake Shore Drive 12P Chicago, IL 60657",329900
2,2,900,"3900 N Pine Grove Avenue 302 Chicago, IL 60613",325000
2,1,1092,"6129 N Navarre Avenue Chicago, IL 60631",324000
1,1,700,"1030 N State Street 41A Chicago, IL 60610",320000
4,1,1748,"2732 W 94th Street Evergreen Park, IL 60805",320000
1,1,780,"880 N Lake Shore Drive 22A Chicago, IL 60611",295000
5,2,2015,"7244 S Paxton Avenue Chicago, IL 60649",289999
3,2,1020,"6051 W 59th Street Chicago, IL 60638",289900
3,2,1528,"6520 S Minerva Avenue 3 Chicago, IL 60637",285000
3,2,1528,"6520 S Minerva Avenue 2 Chicago, IL 60637",275000
