bed rooms,baths,square feet,address,price
1,1,700,"7441 W Fullerton Avenue 1S Elmwood Park, IL 60707",149900
1,1,900,"5464 S Woodlawn Avenue 3E Chicago, IL 60615",139900
2,1,1800,"7232 S Green Street Chicago, IL 60621",40000
3,2,1776,"108 N Hamlin Boulevard 1S Chicago, IL 60624",160000
2,2,989,"5754 N Moody Avenue Chicago, IL 60646",389999
2,2,989,"5754 N Moody Avenue Chicago, IL 60646",389000
1,2,968,"1910 W Estes Avenue , G Chicago, IL 60626",175000
1,1,647,"7021 N Greenview Avenue , G Chicago, IL 60626",155000
2,3,2300,"2644 W Augusta Boulevard 1 Chicago, IL 60622",475000
2,2,1200,"4232 W 76th Street 105 Chicago, IL 60652",190000
3,1,1800,"9700 S Torrence Avenue Chicago, IL 60617",99900
6,4,4975,"3215 N Southport Avenue Chicago, IL 60657",1690000
3,2,1550,"1115 S PLYMOUTH Court 303 Chicago, IL 60605",424900
4,1,1428,"2646 N Marmora Avenue Chicago, IL 60639",279896
3,1,900,"11719 S Throop Street Chicago, IL 60643",210000
4,3,2400,"5300 S Shore Drive 112 Chicago, IL 60615",185000
4,2,1536,"624 W 103rd Street Chicago, IL 60628",80000
4,3,2400,"1415 E 62nd Street Unit 1W Chicago, IL 60637",395000
4,3,3300,"1608 W Edgewater Avenue Chicago, IL 60660",1095000
2,2,1300,"2401 N Janssen Avenue 305 Chicago, IL 60614",600000
3,3,2691,"7864 W Cressett Drive Elmwood Park, IL 60707",424900
2,2,1200,"1000 N Lake Shore Drive 1401 Chicago, IL 60611",305000
3,1,1480,"2854 W Harrison Street A Chicago, IL 60612",245000
4,2,1744,"1020 E 76th Street Chicago, IL 60619",199500
1,1,820,"5415 N SHERIDAN Road 504 Chicago, IL 60640",192000
1,1,750,"5601 N Sheridan Road 6B Chicago, IL 60660",189000
3,3,3028,"800 N Michigan Avenue Unit 2702 Chicago, IL 60611",1800000
3,2,1380,"4933 W Quincy Street Chicago, IL 60644",358000
3,2,1596,"5924 S Parnell Avenue Chicago, IL 60621",160000
3,3,3700,"1245 W Victoria Street Chicago, IL 60660",1175000
1,1,875,"1040 W ADAMS Street 249 Chicago, IL 60607",355000
3,1,1100,"7501 N Damen Avenue AG Chicago, IL 60645",240000
2,2,1200,"1340 W Touhy Avenue 305 Chicago, IL 60626",225000
2,1,900,"6301 N SHERIDAN Road 22L Chicago, IL 60660",199900
1,2,1300,"1212 N Lasalle Drive Unit 2708-10 Chicago, IL 60610",519900
3,1,1040,"5301 S Menard Ave. Chicago, IL 60638",279000
3,2,2400,"1555 W Montana Street 4N Chicago, IL 60614",949999
3,2,1675,"222 N Columbus Drive 4901 Chicago, IL 60601",800000
4,1,1870,"1611 W Cullom Avenue Chicago, IL 60613",750000
2,2,1376,"60 E Monroe Street 3704 Chicago, IL 60603",728000
4,3,2149,"2606 W Bloomingdale Avenue Chicago, IL 60647",699000
4,3,2400,"5015 N Mobile Avenue Chicago, IL 60630",624900
2,2,1175,"211 E Ohio Street 2420 Chicago, IL 60611",340000
2,1,1200,"1509 E 65th Street 3 Chicago, IL 60637",229000
1,1,750,"1720 S Michigan Avenue 1414 Chicago, IL 60616",227500
6,3,1740,"7801 S VERNON Avenue Chicago, IL 60619",149900
6,4,3604,"5113 N Ashland Avenue Chicago, IL 60640",925000
3,2,2000,"5623 S Massasoit Avenue Chicago, IL 60638",330000
3,2,1800,"4912 S Drexel Boulevard Unit 2N Chicago, IL 60615",169000
4,3,2500,"1402 W Chestnut Street 3 Chicago, IL 60642",1200000
3,2,1465,"1402 W Chestnut Street 2 Chicago, IL 60642",700000
5,3,2085,"5017 S DREXEL Boulevard 201 Chicago, IL 60615",645000
5,3,2252,"5017 S DREXEL Boulevard 101 Chicago, IL 60615",635000
3,1,1450,"1909 N Sawyer Avenue Chicago, IL 60647",425000
1,1,1111,"1446 S Michigan Avenue N Chicago, IL 60605",350000
3,2,1780,"8931 S Bennett Avenue Chicago, IL 60617",284900
2,1,958,"9224 S California Avenue Evergreen Park, IL 60805",274999
1,1,840,"655 W IRVING PARK Road 5403 Chicago, IL 60613",229900
4,2,1200,"1014 E 93rd Street Chicago, IL 60619",50000
1,1,1324,"401 N Wabash Avenue Unit 83G Chicago, IL 60611",750000
3,2,1400,"8750 S Saginaw Avenue Chicago, IL 60617",189000
3,1,875,"307 E 50th Street Unit 307C Chicago, IL 60615",125000
4,6,7600,"1540 N Dearborn Parkway Chicago, IL 60610",5950000
3,3,3300,"233 E 13th Street 2505 Chicago, IL 60605",1795000
4,4,4512,"6178 N Keating Avenue Chicago, IL 60646",1725000
3,2,2742,"1402 W Chestnut Street 1 Chicago, IL 60642",1000000
2,2,2250,"2450-2448 N CENTRAL PARK Avenue Chicago, IL 60647",998000
2,2,2250,"2450 N CENTRAL PARK Avenue Chicago, IL 60647",599000
1,1,710,"333 N CANAL Street 1406 Chicago, IL 60606",369900
3,3,1850,"4856 N Mont Clare Avenue Chicago, IL 60656",359500
3,2,1231,"2228 N 75th Court Elmwood Park, IL 60707",350000
1,1,720,"1720 S Michigan Avenue 2004 Chicago, IL 60616",231000
1,1,800,"1741 W 95th Place 1 Chicago, IL 60643",80000
2,2,1435,"1120 N Lake Shore Dr 3C Chicago, IL 60611",375000
6,2,1689,"7645 S Cornell Avenue Chicago, IL 60649",225000
4,3,2500,"4329 S Wood Street Chicago, IL 60609",189999
2,2,1400,"4149 W Henderson Street Chicago, IL 60641",509000
2,1,629,"8840 S Mozart Avenue Evergreen Park, IL 60805",184999
2,2,1635,"360 E Randolph Street 2204 Chicago, IL 60601",799900
3,3,2300,"21 E Huron Street 3704 Chicago, IL 60611",1950000
3,3,2800,"1500 S State Street Chicago, IL 60605",1025000
2,2,1265,"25 E Superior Street 1703 Chicago, IL 60611",635000
2,2,1219,"234 W Polk Street 2603 Chicago, IL 60607",630000
2,2,1155,"235 W Van Buren Street 4508 Chicago, IL 60607",490000
3,3,1740,"6114 W Giddings Street Chicago, IL 60630",462500
3,2,1800,"3932 S Lake Park Avenue 4N Chicago, IL 60653",379900
3,2,1200,"8805 S California Avenue Evergreen Park, IL 60805",328000
2,1,1680,"11231 S Stewart Avenue Chicago, IL 60628",114900
2,1,800,"801 E 87TH Place 3W Chicago, IL 60619",65000
5,3,3010,"1500 W Sherwin Avenue Chicago, IL 60626",839000
5,3,1851,"5815 N Merrimac Avenue Chicago, IL 60646",429000
1,1,1000,"360 W Illinois St 515 Chicago, IL 60654",339990
1,1,880,"1801 S Michigan Avenue , 304 Chicago, IL 60616",265000
3,4,3900,"4037 N Troy Street Chicago, IL 60618",999900
3,2,2100,"1631 S Carpenter Street 1 Chicago, IL 60608",679000
3,3,1800,"4507 N New England Avenue Harwood Heights, IL 60706",649000
4,2,2200,"7114 N Oriole Avenue Chicago, IL 60631",549900
2,2,1000,"5533 N Odell Avenue Chicago, IL 60656",469000
2,2,1500,"5901 N SHERIDAN Road 6B Chicago, IL 60660",349900
3,2,1206,"8521 S Loomis Boulevard Chicago, IL 60620",249000
3,2,1375,"5741 S Michigan Avenue 2S Chicago, IL 60637",240000
3,2,1380,"5741 S Michigan Avenue 3N Chicago, IL 60637",240000
2,1,720,"1025 W 103RD Street Chicago, IL 60643",152500
4,1,1800,"428 W 101st Place Chicago, IL 60628",125000
3,2,1774,"236 S Racine Avenue , 401 Chicago, IL 60607",989900
2,1,1100,"5931 W Midway Park , 2W Chicago, IL 60644",177000
3,2,2345,"727 S Dearborn Street 911 Chicago, IL 60605",725000
3,3,2688,"5432 S Kenneth Avenue Chicago, IL 60632",525000
2,2,1225,"222 N Columbus Drive 904 Chicago, IL 60601",395000
2,1,1537,"701 W Jackson Boulevard 103 Chicago, IL 60661",375000
3,1,1125,"3942 W 85th Street Chicago, IL 60652",329900
2,1,1008,"40 E 9TH Street 604 Chicago, IL 60605",265000
3,1,1420,"12152 S Union Avenue Chicago, IL 60628",265000
2,1,922,"4435 S Rockwell Street Chicago, IL 60632",249900
4,2,1400,"6753 S Prairie Avenue Chicago, IL 60637",239900
1,1,850,"3550 N Lake Shore Drive 1606 Chicago, IL 60657",225000
5,3,778,"5727 S Hermitage Avenue Chicago, IL 60636",217500
3,1,1100,"7447 N Octavia Ave Chicago, IL 60631",399000
1,1,995,"860 W Blackhawk Street Unit 1705 Chicago, IL 60642",380000
5,2,1036,"10653 S May Street Chicago, IL 60643",239000
1,1,475,"211 E Ohio Street Unit 2624 Chicago, IL 60611",184000
3,2,2067,"5443 N Central Avenue Chicago, IL 60630",425000
5,4,3934,"1050 N Wood Street Chicago, IL 60622",1795000
3,2,1550,"211 N Harbor Drive 2009 Chicago, IL 60601",1115000
3,2,1465,"350 W Dickens Avenue 2 Chicago, IL 60614",650000
3,3,2600,"5530 S Normandy Avenue Chicago, IL 60638",629000
2,2,1340,"4441 N Ashland Avenue 202 Chicago, IL 60640",539000
2,2,1200,"1250 S Indiana Avenue 409 Chicago, IL 60605",379000
3,2,960,"5119 S Moody Avenue Chicago, IL 60638",344900
3,2,1550,"4137 W Termunde Drive Alsip, IL 60803",320000
4,2,1600,"6714 S Ada Street Chicago, IL 60636",249000
3,3,2700,"6030 N Sheridan Road Unit 2201 Chicago, IL 60660",797000
4,2,1080,"7105 W 64th Street Chicago, IL 60638",366500
3,1,1400,"6722 S Ridgeland 3 Chicago, IL 60649",210000
3,2,1100,"11605 S May Street Chicago, IL 60643",200000
4,1,936,"Chicago, IL 60617",104500
2,2,1580,"360 E Randolph Street , 2105 Chicago, IL 60601",649900
11,7,14000,"325 W Wellington Avenue Chicago, IL 60657",4995000
3,3,2573,"14 W Superior Street 4603 Chicago, IL 60654",2000000
2,2,1889,"55 E Erie Street 4402 Chicago, IL 60611",1599999
4,3,4251,"6240 N Lundy Avenue Chicago, IL 60646",1299000
3,3,3820,"1439 S Prairie Avenue B Chicago, IL 60605",1258000
2,2,1050,"1845 S Michigan Avenue 1801 Chicago, IL 60616",399900
3,2,1389,"7241 N RIDGE Boulevard 301 Chicago, IL 60645",285000
5,2,1600,"2627 E 74th Place Chicago, IL 60649",285000
1,1,905,"5952 N Lakewood Avenue 3E Chicago, IL 60660",269000
1,1,680,"3660 N Lake Shore Drive 4508 Chicago, IL 60613",265000
3,2,1255,"12556 S Honore Street Calumet Park, IL 60827",240000
3,1,1200,"7923 S Princeton Avenue Chicago, IL 60620",189900
3,2,1300,"1216 S 48th Court Cicero, IL 60804",124900
1,1,600,"655 W Irving Park Road Unit 3407 Chicago, IL 60613",210000
3,2,2856,"9118 S Marshfield Avenue Chicago, IL 60620",324900
4,2,2802,"4441 N Ashland Avenue 101 Chicago, IL 60640",849000
2,1,1200,"6430 W BELLE PLAINE Avenue 304 Chicago, IL 60634",184900
2,1,900,"7921 W Grand Avenue 3D Elmwood Park, IL 60707",174900
3,2,2000,"924 W Margate Terrace 2E Chicago, IL 60640",569000
3,3,2000,"4743 S Langley Avenue 1S Chicago, IL 60615",329000
3,1,1322,"5536 S Kilbourn Avenue Chicago, IL 60629",249873
3,1,1500,"Chicago, IL 60644",245000
4,4,2600,"713 E 89th Street Chicago, IL 60619",225000
2,2,1017,"Chicago, IL 60643",199000
3,2,2000,"3111 N Lincoln Avenue Chicago, IL 60657",949900
4,3,2848,"3646 N Wilton Avenue Chicago, IL 60613",949900
2,2,1250,"30 E Huron Street 4709 Chicago, IL 60611",499000
3,2,1300,"10901 S Troy Street Chicago, IL 60655",329900
3,2,1971,"9824 S Millard Avenue Evergreen Park, IL 60805",299900
1,1,705,"210 S Desplaines Street 1506 Chicago, IL 60661",279900
2,2,1100,"1013 S CLAREMONT Avenue 2 Chicago, IL 60612",259900
2,1,945,"5748 S Laflin Street Chicago, IL 60636",121000
3,1,1000,"2000 W Arthur Avenue Unit 1S Chicago, IL 60645",299000
5,1,1100,"60 E 102nd Street Chicago, IL 60628",170000
5,4,3990,"1326 E Hyde Park Boulevard Chicago, IL 60615",1400000
4,2,2350,"17 N LOOMIS Street 1A Chicago, IL 60607",1100000
4,3,3000,"1742 N Albany Avenue Chicago, IL 60647",950000
5,3,3200,"5109 S Ellis Avenue 3 Chicago, IL 60615",370000
3,1,900,"1530 S 50th Avenue Cicero, IL 60804",275000
3,2,1648,"7940 S Crandon Avenue Chicago, IL 60617",200000
3,1,1104,"9955 S La Salle Street Chicago, IL 60628",125000
3,2,1893,"3300 N Lake Shore Drive , 7C Chicago, IL 60657",499000
3,2,2215,"450 E Waterside Drive 1702 Chicago, IL 60601",1379000
3,2,1796,"175 E Delaware Place 8808 Chicago, IL 60611",875000
2,2,1600,"1400 W George Street 2 Chicago, IL 60657",625000
2,2,1100,"222 N Columbus Drive 2909 Chicago, IL 60601",385000
4,3,2100,"9405 S Laflin Street Chicago, IL 60620",350000
4,1,1071,"9231 S Ellis Avenue Chicago, IL 60619",145000
1,1,700,"6700 S South Shore Drive 9C Chicago, IL 60649",66000
2,2,980,"6730 S South Shore Drive Unit 1304 Chicago, IL 60649",151999
5,2,1468,"2644 N Mont Clare Avenue Chicago, IL 60707",309900
6,4,5140,"4234 N Hazel Street Chicago, IL 60613",1995000
3,2,2160,"1100 N Lake Shore Drive 21C Chicago, IL 60611",849900
1,1,1200,"73 E ELM Street 7D Chicago, IL 60611",520000
7,3,1631,"1825 S. Lawndale Chicago, IL 60623",269900
3,1,1081,"4360 S Wells Street Chicago, IL 60609",69900
5,5,7480,"861 N LaSalle Street Chicago, IL 60610",3249995
3,3,2273,"360 W Erie Street 5A Chicago, IL 60654",1499999
3,3,2580,"747 N Clark Street 301 Chicago, IL 60654",1349999
3,3,2950,"1200 N Lake Shore Drive M5-M6 Chicago, IL 60610",1095000
2,2,1529,"159 E Walton Place 16D Chicago, IL 60611",775000
5,3,1278,"5625 W WILSON Avenue Chicago, IL 60630",409000
3,2,1164,"8516 S Winchester Avenue Chicago, IL 60620",205000
2,2,1203,"10437 S Vernon Avenue Chicago, IL 60628",245000
2,2,1150,"4800 S Chicago Beach Drive Unit 509N Chicago, IL 60615",184933
3,3,1540,"6824 W 65th Street , 6 Chicago, IL 60638",349999
3,1,1272,"6659 S Kilpatrick Avenue Chicago, IL 60629",374900
1,1,925,"8 E RANDOLPH Street 2002 Chicago, IL 60601",320000
3,1,1200,"10616 S Emerald Avenue Chicago, IL 60628",215000
3,3,1689,"6207 S Dorchester Avenue 1 Chicago, IL 60637",180000
4,2,2170,"5239 S Damen Avenue Chicago, IL 60609",274500
3,2,2175,"950 N Michigan Avenue 3602 Chicago, IL 60611",1085000
4,3,2432,"1435 W 16th Street Chicago, IL 60608",700000
2,2,1600,"260 E Chestnut Street 2701 Chicago, IL 60611",550000
3,3,1920,"7316 S Wabash Avenue Chicago, IL 60619",299000
2,1,1094,"3902 N Neva Avenue Chicago, IL 60634",274900
3,3,1456,"11180 S Esmond Street Chicago, IL 60643",190000
4,1,990,"653 W 107th Street Chicago, IL 60628",215000
2,2,1400,"1736 W Superior Street 3 Chicago, IL 60622",725000
4,3,2511,"2421 N 79th Avenue Elmwood Park, IL 60707",599000
3,3,1700,"1000 N LAKE SHORE Drive 305 Chicago, IL 60611",395000
3,1,976,"2636 W 36th Street Chicago, IL 60632",384500
3,2,1314,"5325 N McVicker Avenue Chicago, IL 60630",375000
2,2,1068,"1255 S STATE Street 1302 Chicago, IL 60605",365000
2,1,924,"7833 S Vernon Avenue Chicago, IL 60619",50000
3,1,1025,"12804 S Racine Avenue Calumet Park, IL 60827",169000
3,3,3448,"363 E Wacker Drive 6301 Chicago, IL 60601",3992744
3,3,2975,"180 E Pearson Street 6002 Chicago, IL 60611",1695000
2,2,1036,"1150 W 15th Street 136 Chicago, IL 60608",344900
3,2,1314,"6314 N Bell Avenue 3 Chicago, IL 60659",339900
4,3,1140,"8145 S Winchester Avenue Chicago, IL 60620",295000
1,1,984,"8230 S Albany Avenue Chicago, IL 60652",150000
2,1,1000,"7234 W North Avenue 1101 Elmwood Park, IL 60707",150000
2,2,1250,"2101 E 67th Street 311 Chicago, IL 60649",124900
1,1,750,"880 N Lake Shore Drive 13H Chicago, IL 60611",109000
3,1,1029,"9148 S Emerald Avenue Chicago, IL 60620",113000
3,2,1442,"1645 W Ogden Avenue , 712 Chicago, IL 60607",368888
3,2,1650,"260 E Chestnut Street 3307 Chicago, IL 60611",675000
2,2,1100,"500 W Superior Street 2009 Chicago, IL 60654",499995
4,2,1650,"638 N Latrobe Avenue Chicago, IL 60644",345000
4,3,760,"6342 S Claremont Avenue Chicago, IL 60636",250000
4,3,1111,"1236 W 72nd Street Chicago, IL 60636",244900
5,1,1390,"6923 S Aberdeen Street Chicago, IL 60621",225000
3,2,1196,"9613 S Yale Avenue Chicago, IL 60628",149500
3,3,1800,"7811 S Hoyne Avenue Chicago, IL 60620",140000
3,1,1056,"11516 S Parnell Avenue Chicago, IL 60628",122500
2,1,988,"11657 S Racine Avenue Chicago, IL 60643",69000
1,1,742,"2214 E 70th Street 2N Chicago, IL 60649",66900
1,1,850,"Chicago, IL 60637",39000
4,5,2800,"5555 S Everett Avenue Unit B3-4 Chicago, IL 60637",390000
6,2,2835,"31 E Scott Street Chicago, IL 60610",1199000
3,3,4110,"1100 N Lake Shore Drive 24B Chicago, IL 60611",1199000
4,3,2600,"3325 N Lincoln Avenue 402 Chicago, IL 60657",899000
3,3,2400,"6521 N Normandy Avenue Chicago, IL 60631",644900
4,3,2875,"4201 N Parkside Avenue Chicago, IL 60634",495000
3,2,1232,"Chicago, IL 60617",299000
3,2,1220,"5116 S Carpenter Street Chicago, IL 60609",175000
4,3,3824,"1317 Sutton Chicago, IL 60610",1850000
3,3,1969,"60 E Monroe Street Unit 3002 Chicago, IL 60603",1340000
3,2,1600,"Chicago, IL 60620",234900
4,3,4300,"152 W Huron Street 5 Chicago, IL 60654",2100000
3,3,2517,"403 N Wabash Avenue 13B Chicago, IL 60611",2200000
3,3,1315,"5220 N Oak Park Avenue Chicago, IL 60656",429900
3,2,2057,"3533 W 38th Street 4 Chicago, IL 60632",415000
3,2,1627,"7318 S University Avenue Chicago, IL 60619",255900
2,1,924,"7657 S Euclid Avenue Chicago, IL 60649",145000
2,2,2000,"8636 S Hermitage Avenue Chicago, IL 60620",294800
5,6,6000,"1805 N Sedgwick Street Chicago, IL 60614",3550000
4,3,3415,"1329 E Madison Park Chicago, IL 60615",1300000
3,3,2618,"24 W Erie Street 4N Chicago, IL 60654",935000
2,2,1500,"1512 N Sedgwick Street 4 Chicago, IL 60610",649000
4,3,1324,"72 E 136th Street Riverdale, IL 60827",280000
3,2,1000,"6120 S Marshfield Avenue Chicago, IL 60636",240000
4,1,1344,"120 N LONG Avenue Chicago, IL 60644",215000
5,1,1740,"530 W 104th Street Chicago, IL 60628",129000
3,1,1232,"4318 N Newland Avenue Harwood Heights, IL 60706",349000
4,3,1500,"8950 S Elizabeth Street Chicago, IL 60620",224900
3,3,4363,"500 W SUPERIOR Street 2505 Chicago, IL 60654",1595000
5,3,3600,"2236 W LELAND Avenue Chicago, IL 60625",1550000
4,3,3250,"4441 N Ashland Avenue 302 Chicago, IL 60640",1029000
2,2,1344,"2936 N Damen Avenue 3 Chicago, IL 60618",715000
4,2,1984,"6938 N Central Avenue Chicago, IL 60646",468000
4,2,2052,"6926 N Central Avenue Chicago, IL 60646",468000
3,3,2400,"5121 S Drexel Avenue 2 Chicago, IL 60615",319900
4,1,1914,"7808 S MORGAN Street Chicago, IL 60620",219900
4,2,1106,"10141 S YATES Boulevard Chicago, IL 60617",125000
3,1,728,"2110 W 69th Place Chicago, IL 60636",104900
5,3,3600,"8150 S Ada Street Chicago, IL 60620",419900
4,3,6085,"14 W Superior Street 6800 Chicago, IL 60654",7500000
7,6,7000,"2015 N Dayton Street Chicago, IL 60614",5000000
5,4,7000,"4518 S Drexel Boulevard Chicago, IL 60653",1800000
3,3,3500,"653 N KINGSBURY Street 2302 Chicago, IL 60654",1750000
3,3,2754,"180 E Pearson Street 6501 Chicago, IL 60611",1650000
2,2,1700,"14 Steeple Bend Lane Evergreen Park, IL 60805",495900
3,2,1665,"2552 N Major Avenue Chicago, IL 60639",385000
4,2,1392,"1844 N 74th Avenue Elmwood Park, IL 60707",275000
3,2,2160,"248 W 115th Street Chicago, IL 60628",224900
3,2,1552,"10206 S La Salle Street Chicago, IL 60628",209900
5,4,6178,"2330 N Kedzie Boulevard Chicago, IL 60647",2695000
3,3,1884,"360 W Erie Street 6C Chicago, IL 60654",1375000
3,2,1800,"3125 N Clybourn Avenue 3N Chicago, IL 60618",779000
3,2,800,"1828 S Wentworth Avenue 1E Chicago, IL 60616",289000
3,1,1040,"10545 S Green Street Chicago, IL 60643",135000
5,2,1386,"6350 S Wood Street Chicago, IL 60636",85000
3,1,1320,"12839 S Wallace Street Chicago, IL 60628",140000
6,2,2528,"8008 Aberdeen Chicago, IL 60620",117000
1,1,1000,"2615 S Emerald Avenue , 1F Chicago, IL 60616",198999
4,3,3500,"3125 N Clybourn Avenue 1N Chicago, IL 60618",975000
1,1,750,"211 E Ohio Street 1414 Chicago, IL 60611",220000
4,1,799,"10568 S Indiana Avenue Chicago, IL 60628",115000
3,1,924,"10238 S Wentworth Avenue Chicago, IL 60628",115000
2,1,1200,"1509 W 72nd Place Chicago, IL 60636",110000
3,1,1200,"656 W 116th Place Chicago, IL 60628",110000
2,2,1150,"440 N Wabash Avenue 2305 Chicago, IL 60611",495000
2,1,1088,"11419 S Forrestville Avenue Chicago, IL 60628",215000
3,2,1100,"9731 S indiana Avenue Chicago, IL 60628",155000
3,3,2222,"5140 S Moody Avenue Chicago, IL 60638",539000
2,1,1120,"3836 W 78th Street Chicago, IL 60652",289900
5,3,1465,"5515 S Seeley Avenue Chicago, IL 60636",289900
3,3,3705,"14 W Superior Street 5801 Chicago, IL 60654",4200000
3,3,3218,"14 W Superior Street 6102 Chicago, IL 60654",3450000
4,4,3700,"3118 N Olcott Avenue Chicago, IL 60707",889000
1,1,887,"1000 W Adams Street 816 Chicago, IL 60607",299900
3,2,1860,"108 E 41st Street 1E Chicago, IL 60653",299900
3,1,1480,"2844 W Harrison Street A Chicago, IL 60612",245000
3,1,1480,"2846 W Harrison Street A Chicago, IL 60612",245000
3,2,1600,"10629 S INDIANA Avenue Chicago, IL 60628",230400
1,1,700,"2626 N LAKEVIEW Avenue 407 Chicago, IL 60614",224000
1,1,796,"4800 S Chicago Beach Drive 902S Chicago, IL 60615",110000
4,3,3000,"1055 E Hyde Park Boulevard Unit 3 Chicago, IL 60615",399900
2,2,1800,"2315 E 69th 2W Chicago, IL 60649",125000
5,3,5561,"905 W Castlewood Terrace Chicago, IL 60640",2699000
6,2,3000,"1703 W 90th Street Chicago, IL 60620",95000
5,5,5019,"401 N Wabash Avenue Unit 41AB Chicago, IL 60611",4000000
2,2,1263,"701 S Wells Street 3304 Chicago, IL 60607",430000
4,2,1080,"3242 N OVERHILL Avenue Chicago, IL 60634",299000
3,2,1100,"8443 S Kenwood Avenue Chicago, IL 60619",269999
3,1,630,"3718 S Calumet Avenue Chicago, IL 60653",229000
2,1,969,"8758 S Kimbark Avenue Chicago, IL 60619",149900
4,3,2700,"4630 W Addison Street Chicago, IL 60641",580000
5,2,1923,"6350 S Keating Ave Chicago, IL 60629",369900
3,2,1600,"368 E 58th St 3 Chicago, IL 60637",178999
2,2,975,"134 S Sacramento Boulevard Unit 3 Chicago, IL 60612",170000
2,1,1400,"5321 S Michigan Avenue Unit 3 Chicago, IL 60615",147000
3,3,3516,"4 E Elm Street 13S Chicago, IL 60611",3400000
2,2,1450,"4829 N HARDING Avenue 2 Chicago, IL 60625",419900
2,2,1200,"4829 N HARDING Avenue GDN Chicago, IL 60625",279900
4,1,1149,"5840 S Artesian Avenue Chicago, IL 60629",149900
3,2,2200,"3968 S Ellis Avenue Unit 2S 2S Chicago, IL 60653",425000
2,1,914,"13705 S Stewart Avenue Unit 05-A2W 05-A2W Riverdale, IL 60827",65900
2,2,2900,"680 N Lake Shore Drive 1204 Chicago, IL 60611",729900
3,2,1600,"2626 S Wallace Street 3 Chicago, IL 60616",488000
4,4,3100,"9439 S MAY Street Chicago, IL 60620",380000
4,2,2500,"7920 S Washtenaw Avenue Chicago, IL 60652",357500
3,3,1800,"1503 N Pulaski Road Chicago, IL 60651",349900
2,1,1280,"8859 Clyde Chicago, IL 60617",215000
2,2,1165,"6326 W Berenice Avenue Chicago, IL 60634",329900
2,2,1450,"2305 W Chicago Avenue 1 Chicago, IL 60622",400000
4,1,1600,"9307 S Springfield Avenue Evergreen Park, IL 60805",389900
3,2,1700,"3862 S Lake Park Avenue 3S Chicago, IL 60653",385000
3,2,3000,"6922 S Jeffery Boulevard 7N Chicago, IL 60649",185000
2,2,1605,"900 W Washington Boulevard 301 Chicago, IL 60607",1260000
5,3,2400,"1815 S Melody Court Chicago, IL 60616",459000
3,2,1292,"4920 W Walton Street Chicago, IL 60651",354900
1,1,728,"303 W Ohio Street 1604 Chicago, IL 60654",319000
4,2,1240,"8127 S Coles Avenue Chicago, IL 60617",155000
3,1,958,"12115 S Emerald Avenue Chicago, IL 60628",125000
6,3,1536,"4836 S Kildare Avenue Chicago, IL 60632",415000
6,4,5595,"1429 W Cullom Avenue Chicago, IL 60613",2400000
2,2,2100,"1000 N Lake Shore Plaza 22B Chicago, IL 60611",699000
2,2,2500,"1600 S Prairie Avenue 1704 Chicago, IL 60616",575000
4,3,3780,"7223 S Troy Street Chicago, IL 60629",299900
3,2,1400,"422 W 98th Place Chicago, IL 60628",239900
3,1,780,"9518 S Wentworth Avenue Chicago, IL 60628",99000
4,3,2650,"1950 W Dickens Avenue 2 Chicago, IL 60614",1525000
3,3,2850,"621 S Plymouth Court 805 Chicago, IL 60605",839900
2,2,956,"3729 W 61st Street Chicago, IL 60629",264900
5,2,1680,"5847 S Union Avenue Chicago, IL 60621",149900
3,1,1800,"7116 S Union Avenue Chicago, IL 60621",89000
2,2,1418,"6954 S Lowe Avenue Chicago, IL 60621",29900
3,1,1600,"4731 W 83rd Street Chicago, IL 60652",259000
2,1,944,"9631 S Jeffery Avenue Chicago, IL 60617",117900
3,3,5400,"159 E WALTON Place 23A Chicago, IL 60611",6250000
3,2,1592,"234 W Polk Street 3702 Chicago, IL 60607",1345000
3,3,1659,"234 W Polk Street 3801 Chicago, IL 60607",1315000
4,3,3300,"1338 W Byron Street Chicago, IL 60613",1299000
3,2,2500,"737 W Washington Boulevard 3301 Chicago, IL 60661",1199000
2,2,1450,"728 W Jackson Boulevard 703 Chicago, IL 60661",434900
5,2,1573,"21 West 114th Place Chicago, IL 60628",239000
2,1,1500,"11516 S Princeton Avenue Chicago, IL 60628",209000
1,1,1000,"111 E Chestnut 23g 23g 23g Chicago, IL 60611",359000
3,2,3100,"10 E Delaware Place 34A Chicago, IL 60611",3499500
5,4,3965,"1330 E Hyde Park Boulevard Chicago, IL 60615",1300000
3,2,1540,"3117 W FARGO Avenue Chicago, IL 60645",529900
3,2,1274,"229 W 25th Place Chicago, IL 60616",525000
2,1,1100,"1224 W Van Buren Street 702 Chicago, IL 60607",345000
2,2,1300,"6171 N SHERIDAN Road 1912 Chicago, IL 60660",289900
3,2,2000,"1240 N Lake Shore Drive Unit 28A Chicago, IL 60610",719900
5,3,3000,"3920 N Lake Shore Drive Unit 4N Chicago, IL 60613",400000
3,1,1736,"5007 W Berteau Avenue Chicago, IL 60641",449000
3,2,2280,"2224 W 80th Street Chicago, IL 60620",324500
6,2,2923,"7832 S Lowe Avenue Chicago, IL 60620",77000
4,3,3285,"1331 E Madison Park Chicago, IL 60615",1150000
5,1,2000,"1825 S Melody Court Chicago, IL 60616",395000
3,1,1480,"2836 W Harrison Street A Chicago, IL 60612",245000
4,2,1102,"3735 S 53rd Ct Cicero, IL 60804",192616
